,0,1,2,3,4,5,6
1664,1665.,08-May-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[EOI invited for Association as a System Installer from Bonafide Contractors in connection with New BG Line between Rishikesh and Karanprayag 125km in the state of Uttarakhand India][IRCON/BD/RK-BLT/EOI/2023/02][2023_IRCON_153515_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Business Development - IRCON,NA
1665,1666.,08-May-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[EOI invited for JV from Bonafide System Providers for New BG Line between Rishikesh and Karanprayag 125km in the state of Uttarakhand][IRCON/BD/RK-BLT/EOI/2023/01][2023_IRCON_153513_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Business Development - IRCON,NA
1666,1667.,04-May-2023 06:30 PM,15-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,[Expression of Interest for Flame proof oil based vacuum Heat Sealing Machine (Chamber type)][OFN/EO/PM/2023-24/EOI(CPPP)/ HSM/1][2023_MIL_153300_1],Munitions India Limited||Ordnance Factory Nalanda Rajgir Bihar,NA
1667,1668.,02-May-2023 11:00 AM,20-Sep-2023 11:00 AM,26-Sep-2023 11:00 AM,[Nuclear Island Mega EPC Package (NIMEP) ][Tender No CMM/FTP/09-30-1-1255][2023_NPCIL_152898_1],Nuclear Power Corporation Of India Limited||Corporate Head Quarters - NPCIL,NA
1668,1669.,24-Apr-2023 03:30 PM,14-Sep-2023 02:00 PM,14-Sep-2023 04:00 PM,"[AIIA-03 Supply, Installation of MRI Machine 3T][HITES/PCD/AIIA/03/22-23][2023_HLL_152426_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"15,00,00,000"
1669,1670.,14-Apr-2023 09:30 AM,05-Sep-2023 11:00 AM,06-Sep-2023 11:30 AM,[Construction of 6-lane Flyover at Ainthapali junction and a 2-Lane ROB (LHS) on NH-53 (Old NH-6) in Sambalpur on EPC mode in the State of Odisha][NHAI/OD/AF/2022/E-147264][2023_NHAI_151714_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"2,44,32,00,000"
1670,1671.,13-Apr-2023 02:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:30 PM,[MEDIUM VOLTAGE (MV) POWER DISTRIBUTION SYSTEM INCLUDING 11/6.6kV SUBSTATIONS AND UNDERGROUND SUBSTATIONS ][HCL/MandC/MCP/MV/2022-23/01][2023_HCL_151602_1],Hindustan Copper Limited||Corporate Office - Kolkata||Materials and Contracts Department,NA
1671,1672.,06-Apr-2023 06:55 PM,11-Sep-2023 11:00 AM,12-Sep-2023 11:30 AM,[Routine Maintenance of Six laning of Jaipur Kishangarh Section of NH 8 (New NH 48) from Km. 273.500 to Km. 363.885 (length 90.385 Km.) for 5 years in the State of Rajasthan][NHAI/11011/1/tender-roj/RM-JK][2023_NHAI_151173_1],National Highways Authority of India||RO-Jaipur - NHAI,"1,34,19,00,000"
1672,1673.,06-Apr-2023 02:00 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,[IE services for Construction of 4 Lane Bypass to NH114A Connecting NH-333 and NH-133(Deoghar Bypass) from design km 0.000 to design Km 49.000 Total Length 49.000 km in Jharkhand on HAM][NHAI/11012/JH/IE/ Deoghar-Bypass/2022-23][2023_NHAI_151115_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
1673,1674.,01-Apr-2023 06:50 PM,05-Sep-2023 02:00 PM,06-Sep-2023 02:30 PM,[Establishment of Physiotherapy Lab][HITES/PCD/NCI-AIIMS/55/22-23][2023_HLL_150830_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1674,1675.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Point of Care device (Cardiac Biomarker)][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_27],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"15,00,000"
1675,1676.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Point of Care device (Cardiac Biomarker)][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_40],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"15,00,000"
1676,1677.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of HPLC based automated analyzer for HbA1C testing    ][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_41],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"75,00,000"
1677,1678.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of HPLC based automated analyzer for HbA1C testing    ][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_28],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"75,00,000"
1678,1679.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Super Microsurgery system][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_29],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"15,00,00,000"
1679,1680.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Procurement of Endoscopic sinus surgery instrument set with light source, camera and recording system][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_30]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"14,00,00,000"
1680,1681.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Flexible High Definition/High resolution Video][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_31],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"75,00,000"
1681,1682.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Flexible High Definition/High resolution Video Bronchoscope with monitor and recording facility for pediatric][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_32],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"75,00,000"
1682,1683.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Full Endoscopic lumbar IT and ED set][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_34],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"17,50,00,000"
1683,1684.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of  IPL (Intense Pulse Light System)][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_35],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"60,00,000"
1684,1685.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Rotational Thromboelastometry ][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_36],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,00,000"
1685,1686.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Pediatric Rigid Bronchoscope and Oesophagoscope][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_37],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,00,000"
1686,1687.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Endoscopic washer and disinfector system][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_38],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,00,000"
1687,1688.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Electrical drill and reamer set][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_39],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,00,000"
1688,1689.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Point of Care device (Cardiac Biomarker)][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_40],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"15,00,000"
1689,1690.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of HPLC based automated analyzer for HbA1C testing    ][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_41],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"75,00,000"
1690,1691.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Point of Care device (Cardiac Biomarker)][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_40],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"15,00,000"
1691,1692.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of HPLC based automated analyzer for HbA1C testing    ][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_41],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"75,00,000"
1692,1693.,01-Apr-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Super Microsurgery system][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_42],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"15,00,00,000"
1693,1694.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Paediatric laparoscopy set][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_10],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"10,20,00,000"
1694,1695.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Gamma Camera][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_21],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"20,00,00,000"
1695,1696.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Full body pregnancy simulator][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_19],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,000"
1696,1697.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Digital Refractor Meter][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_4],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"14,00,000"
1697,1698.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of ECHO and USG Machine][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_6],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,00,000"
1698,1699.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Fully Automated Rotary Microtome with][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_7],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,40,00,000"
1699,1700.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Paediatric Bronchoscope set][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_8],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,85,00,000"
1700,1701.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Body Plethysmograph with Diffusion Study][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_15],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"50,00,000"
1701,1702.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Automated continuous monitoring standalone][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_14],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"60,00,000"
1702,1703.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Autoanalyzer immuno assay (cherniluminescence based) - fully automated with UPS back up][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_13],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"18,00,00,000"
1703,1704.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of ATLS Practising Manikin][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_12],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"28,00,000"
1704,1705.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Antibiotic Zone Reader][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_11],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"50,00,000"
1705,1706.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Paediatric laparoscopy set][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_10],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"10,20,00,000"
1706,1707.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Paediatric cystoscope and resectoscope][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_9],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,89,00,000"
1707,1708.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Paediatric Bronchoscope set][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_8],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,85,00,000"
1708,1709.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Fully Automated Rotary Microtome with][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_7],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,40,00,000"
1709,1710.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of ECHO and USG Machine][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_6],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,00,000"
1710,1711.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Gradient PCR Machine][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_22],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"40,00,000"
1711,1712.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Rotational Thromboelastometry (ROTEM)][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_23],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,00,000"
1712,1713.,01-Apr-2023 02:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Fully Automated Rotary Microtome with][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_7],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,40,00,000"
1713,1714.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Cryoprobe][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1714,1715.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Uretero-reno scope- Paediatric][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_25]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1715,1716.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,[Electro Physiology (EP) System][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1716,1717.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Vertical Gel Electrophoresis Apparatus with][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_26]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1717,1718.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Western Blot Apparatus with Compatible power][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_27]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1718,1719.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,[High end Operating Microscope][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1719,1720.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Thalassaemia and Hemoglobinopathy testing/Screening System][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_22]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1720,1721.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,[resectoscope with High-Definition Camera][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_10],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1721,1722.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Micro method bilirubin analyser][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1722,1723.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Microwave digestion Systern][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1723,1724.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Motor electric Dermabrader][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1724,1725.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of NdYag Laser with IPL][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_14]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1725,1726.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of New-born Resuscitation Manikin][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_15]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1726,1727.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Nursing baby with SimPadA.lursing kid with][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_16]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1727,1728.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of OAE (screening)][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1728,1729.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Pacemaker Dual Chamber - Extemal][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_18]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1729,1730.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Patient Care Sirnulator with Sim Pad][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_19]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1730,1731.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Laparoscopic Surgery set with High-Definition][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1731,1732.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of lnverted Fluorescent Microscope livecell][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1732,1733.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Motor electric Dermabrader][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1733,1734.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Vertical Gel Electrophoresis Apparatus with][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_26]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1734,1735.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Western Blot Apparatus with Compatible power][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_27]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1735,1736.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,[Electro Physiology (EP) System][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1736,1737.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,[High end Operating Microscope][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1737,1738.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Uretero-reno scope- Paediatric][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_25]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1738,1739.,31-Mar-2023 06:55 PM,15-Sep-2023 02:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation and Commissioning of Cryoprobe][HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1739,1740.,31-Mar-2023 06:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Air Particle Counter][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,000"
1740,1741.,31-Mar-2023 06:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of IVUS][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,80,00,000"
1741,1742.,31-Mar-2023 06:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Single Chamber Temporary Pacemaker][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"20,00,000"
1742,1743.,31-Mar-2023 06:25 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Dexa Scan][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,75,00,000"
1743,1744.,31-Mar-2023 06:25 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Integrated Automated Charting System upgradable for ICU Monitoring Systems][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,00,000"
1744,1745.,31-Mar-2023 06:25 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Digital Non- Mydriatic Fundus Camera][HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_3],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"17,10,00,000"
1745,1746.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of High end Operating Microscope][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"7,00,00,000"
1746,1747.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Histopathology fully automated H and E, slide Stainer][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"50,00,000"
1747,1748.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Histopathology fully automated H and E, slide Stainer][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"12,00,000"
1748,1749.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Cavitational /Cavitron - Ultrasonic Surgical Aspirator (CUSA) / Ultrasonic Aspirator][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,00,000"
